autor,titulo,poema,numero_total_estrofas,versos_por_estrofa,distribucion_silabas_estrofas,entropia_lexica_sust_adj
federico garcía lorca,soneto de la dulce queja,"
        Tengo miedo a perder la maravilla
        de tus ojos de estatua y el acento
        que de noche me pone en la mejilla
        la solitaria rosa de tu aliento.

        Tengo pena de ser en esta orilla
        tronco sin ramas; y lo que más siento
        es no tener la flor, pulpa o arcilla,
        para el gusano de mi sufrimiento.

        Si tú eres el tesoro oculto mío,
        si eres mi cruz y mi dolor mojado,
        si soy el perro de tu señorío,

        no me dejes perder lo que he ganado
        y decora las aguas de tu río
        con hojas de mi otoño enajenado.
    ",4,"[4, 4, 3, 3]","{1: [12, 11, 12, 11], 2: [11, 12, 13, 11], 3: [10, 11, 10], 4: [12, 9, 11]}",4.906890595608518
federico garcía lorca,soneto de la guirnalda de rosas,"
                ¡esa guirnalda! ¡pronto! ¡que me muero!
                ¡teje deprisa! ¡canta! ¡gime! ¡canta!
                que la sombra me enturbia la garganta
                y otra vez viene y mil la luz de enero.

                entre lo que me quieres y te quiero,
                aire de estrellas y temblor de planta,
                espesura de anémonas levanta
                con oscuro gemir un año entero.

                goza el fresco paisaje de mi herida,
                quiebra juncos y arroyos delicados,
                bebe en muslo de miel sangre vertida.

                pero ¡pronto! que unidos, enlazados,
                boca rota de amor y alma mordida,
                el tiempo nos encuentre destrozados.
            ",4,"[4, 4, 3, 3]","{1: [11, 11, 12, 12], 2: [11, 12, 11, 11], 3: [13, 12, 12], 4: [13, 12, 12]}",5.087462841250341
federico garcía lorca,sorpresa,"
        Muerto se quedó en la calle
        con un puñal en el pecho.
        No lo conocía nadie.

        ¡Cómo temblaba el farol!
        Madre.
        ¡Cómo temblaba el farolito
        de la calle!

        Era madrugada. Nadie
        pudo asomarse a sus ojos
        abiertos al duro aire.

        Que muerto se quedó en la calle
        que con un puñal en el pecho
        y que no lo conocía nadie.
    ",4,"[3, 4, 3, 3]","{1: [9, 8, 7], 2: [9, 2, 10, 4], 3: [7, 8, 7], 4: [10, 9, 9]}",3.323231428797621
federico garcía lorca,vals en las ramas,"
        Cayó una hoja
        y dos
        y tres.
        Por la luna nadaba un pez.
        El agua duerme una hora
        y el mar blanco duerme cien.
        La dama
        estaba muerta en la rama.
        La monja
        cantaba dentro de la toronja.
        La niña
        iba por el pino a la piña.
        Y el pino
        buscaba la plumilla del trino.
        Pero el ruiseñor
        lloraba sus heridas alrededor.
        Y yo también
        porque cayó una hoja
        y dos
        y tres.
        Y una cabeza de cristal
        y un violín de papel
        y la nieve podría con el mundo
        si la nieve durmiera un mes,
        y las ramas luchaban con el mundo
        una a una,
        dos a dos,
        y tres a tres.
        ¡Oh duro marfil de carnes invisibles!
        ¡Oh golfo sin hormigas del amanecer!
        Con el muuu de las ramas,
        con el ay de las damas,
        con el croo de las ranas,
        y el gloo amarillo de la miel.
        Llegará un torso de sombra
        coronado de laurel.
        Será el cielo para el viento
        duro como una pared
        y las ramas desgajadas
        se irán bailando con él.
        Una a una
        alrededor de la luna,
        dos a dos
        alrededor del sol,
        y tres a tres
        para que los marfiles se duerman bien.
    ",1,[46],"{1: [5, 2, 2, 10, 7, 8, 3, 9, 3, 10, 3, 8, 3, 9, 6, 12, 4, 7, 2, 2, 8, 7, 10, 10, 11, 3, 4, 4, 13, 12, 9, 8, 8, 10, 9, 8, 10, 7, 8, 7, 3, 8, 3, 7, 4, 11]}",5.4786706502999865
federico garcía lorca,vuelta de paseo,"
        Asesinado por el cielo.
        Entre las formas que van hacia la sierpe
        y las formas que buscan el cristal,
        dejaré crecer mis cabellos.

        Con el árbol de muñones que no canta
        y el niño con el blanco rostro de huevo.
        Con los animalitos de cabeza rota
        y el agua harapienta de los pies secos.

        Con todo lo que tiene cansancio sordomudo
        y mariposa ahogada en el tintero.
        Tropezando con mi rostro distinto de cada día.
        ¡Asesinado por el cielo!
    ",3,"[4, 4, 4]","{1: [8, 12, 11, 10], 2: [12, 13, 12, 13], 3: [15, 13, 15, 9]}",4.532665279941246
gerardo diego,abanico,"
        El vals llora en mi ojal
        Silencio

        En mi hombro se ha posado el sueño
        y es del mismo temblor que sus cabellos
    ",2,"[2, 2]","{1: [7, 3], 2: [12, 12]}",2.3219280948873626
gerardo diego,adios a pedro salinas,"
        El cielo se serena
        Salinas cuando suena

        Cantan los verbos en vacaciones
        jaculatorias y conjugaciones

        Yo seré tú serás él será
        La imagen de ayer mañana volverá

        La imagen duplica el presagio
        ¿Rezas cuando truena el trisagio?

        El mundo se envenena
        Salinas cuando no suena

        La música más extremada
        es el silencio de la boca amada

        Amar amar y siempre amar
        haber amado haber de amar

        Y de la media de la abuela
        caen las onzas oliendo a canela

        El cielo se enrojece
        Salinas cuando te mece

        Era tu reino el del rubor
        Tanta hermosura alrededor

        Rosa y azul azul y rosa
        Cuidado que no se te rompa

        Y por tus ojos la borrasca
        y la ventisca y el miedo a las hadas

        El cielo se aceituna
        Salinas cuando te acuna

        ¿No habéis visto en flor el olivo?
        Sí no sí no azar del subjuntivo

        ¿Nunca visteis el otoño del ciervo
        no habéis sabido deshojar un verbo?

        Llega diciembre y llora el roble
        y el cocotero de Puertopobre

        El mundo se espanta
        Salinas cuando no canta

        Cantan los verbos en la escuela
        Redondo está el cielo a toda vela

        ¿Pedro Salinas Serrano? Falta
        Y los niños de pronto se callan

        Unos en otros buscan amparo
        Todo más claro mucho más claro

        El cielo quiere quererme
        Salinas cuando te duerme
    ",21,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{1: [6, 6], 2: [9, 11], 3: [9, 11], 4: [9, 10], 5: [8, 7], 6: [9, 11], 7: [6, 8], 8: [9, 10], 9: [8, 7], 10: [7, 10], 11: [8, 9], 12: [8, 13], 13: [7, 7], 14: [10, 10], 15: [10, 12], 16: [11, 11], 17: [7, 7], 18: [10, 13], 19: [9, 10], 20: [8, 10], 21: [8, 7]}",5.236565630242718
gerardo diego,adiós a manolete,"
        Y te vas recto, recto
        ¿como el río a la mar?
        A la mar de muerte
        tus alamares van.

        No como el agua dulce
        que duda y vuelve atrás
        antes del trago amargo
        de efervescencia y sal,

        sino como la bala
        que ciega y recta va
        al blanco que la hechiza
        con pupila fatal,

        tú, bala de ti mismo,
        vas a la muerte imán,
        proyectil, línea, héroe,
        alma, sin paso atrás.

        La balanza equilibra
        la suerte y la muerte igual.
        Islero a Manuel reta.
        Manuel a su isla va.

        Rodeados de sombra
        de espesa inmensidad,
        solos allá en su isla
        se entrecruzan en paz.
    ",6,"[4, 4, 4, 4, 4, 4]","{1: [7, 8, 6, 5], 2: [7, 7, 7, 7], 3: [6, 7, 8, 7], 4: [7, 6, 8, 7], 5: [7, 9, 8, 7], 6: [6, 9, 7, 8]}",4.912272579176126
gerardo diego,ahogo,"
        Déjame hacer un árbol con tus trenzas.

        Mañana me hallarán ahorcado
        en el nudo celeste de tus venas.

        Se va a casar la novia
        del marinerito.

        Haré una gran pajarita
        con sus cartas cruzadas.
        Y luego romperé
        la luna de una pedrada.
        Neurastenia, dice el doctor.

        Gulliver
        ha hundido todos sus navíos.

        Codicilo: dejo a mi novia
        un puñal y una carcajada.
    ",6,"[1, 2, 2, 5, 2, 2]","{1: [13], 2: [10, 12], 3: [8, 6], 4: [8, 8, 6, 8, 10], 5: [4, 10], 6: [10, 9]}",4.142664355548849
gerardo diego,aire de pan,"
        No está el aire propicio para estampar mejillas.
        Se borraron las flechas que indicaban la ruta
        más copiosa de pájaros para los que agonizan.
        Se arrastran por los suelos nubes sin corazón
        y a la garganta trepa la impostura del mundo.

        No está el aire propicio para cantar tus labios,
        tu nuca en desacuerdo con las leyes de física
        ni tu pecho de interna geografía afectuosa.
        Las tijeras gorjean mejor que las calandrias
        y no vuelven ya nunca si remontan el vuelo
        y aquí en mi cercanía tres libros se aproximan,
        abiertos en la página donde muere una reina.

        Qué dulce despertar el del amor que existe
        y qué existencia clara la del ojo que duerme,
        velado por las alas remotas de los párpados.

        Pétalos de difuntas miradas, llueven, llueven
        y llueven, llueven, llueven. Me sepultan los pies,
        las rodillas, el vientre, la cintura, los hombros.
        Van a enterrarme vivo; van a enterrarme vivo…

        No está el aire propicio para soñar contigo.
    ",5,"[5, 7, 3, 4, 1]","{1: [18, 15, 15, 13, 16], 2: [17, 15, 14, 13, 14, 14, 14], 3: [12, 13, 15], 4: [15, 14, 16, 16], 5: [16]}",5.4467434791415545
gerardo diego,amor,"
        Era el mes que aplicaba sus teorías
        cada vez que un amor nacía en torno
        cediendo dócil peso y calorías
        cuando por caridad ya para adorno
        en beneficio de esos amadores
        que hurtan siempre relámpagos y flores

        Ella llevaba por vestido combo
        un proyecto de arcángel en relieve
        Del hombro al pie su línea exacta un rombo
        que a armonizar con el clavel se atreve
        A su paso en dos lunas o en dos frutos
        se abrían los espacios absolutos

        Amor amor obesidad hermana
        soplo de fuelle hasta abombar las horas
        y encontrarse al salir una mañana
        que Dios es Dios sin colaboradoras
        y que es azul la mano del grumete
        -amor amor amor- de seis a siete

        Así con la mirada en lo improviso
        barajando en la mano alas remotas
        iba el galán lacrándole el aviso
        de plumas blancas casi gaviotas
        por las calles que huelen a pintura
        siempre buscando a ella en cuadratura

        Y vedla aquí equipando en jabón tierno
        globos que nunca han visto las espumas
        vedla extrayendo de su propio invierno
        la nieve en tiras la pasión en sumas
        y en margaritas que pacerá el chivo
        su porvenir listado en subjuntivo

        Desde el plano sincero del diedro
        que se queja al girar su arista viva
        contempla el amador nivel de cedro
        la amada que en su hipótesis estriba
        y acariciando el lomo del instante
        disuelve sus dos manos en menguante

        «A ti la bella entre las iniciales
        la más genuina en tinta verde impresa
        a ti imposible y lenta cuando sales
        tangente cuando el céfiro regresa
        a ti envío mi amada caravana
        larga como el amor por la mañana

        Si tus piernas que vencen los compases
        silencioso el resorte de sus grados
        si más dificil que los cuatro ases
        telegrama en tu estela de venados
        mis geometrías y mi sed desdeñas
        no olvides canjear mis contraseñas

        Luna en el horno tibio de aburridas
        bien inflada de un gas que silba apenas
        contempla mis rodillas doloridas
        así no estallen tus mejillas llenas
        contempla y dime si hay otro infortunio
        comparable al desdén y al plenilunio

        Y tú inicial del más esbelto cuello
        que a tu tacto haces sólida la espera
        no me abandones no Yo haré un camello
        del viento que en tus pechos desaltera
        Y para perseguir tu fuga en chasis
        yo te daré un desierto y un oasis

        Yo extraeré para ti la presuntuosa
        raíz de la columna vespertina
        Yo en fiel teorema de volumen rosa
        te expondré el caso de la mandolina
        Yo peces te traeré (entre crisantemos)
        tan diminutos que los dos lloremos

        Para ti el fruto de dos suaves nalgas
        que al abrirse dan paso a una moneda
        Para ti el arrebato de las algas
        y el alhelí de sálvese el que pueda
        y los gusanos de pasar el rato
        príncipes del azar en campeonato

        Príncipes del azar Así el tecleo
        en ritmo y luz de mecanografía
        hace olvidar tu nombre y mi deseo
        tu nombre que una estrella ama y enfría
        Príncipes del azar gusanos leves
        para pasar el rato entre las nieves

        Pero tú voladora no te obstines
        Para cantar de ti dame tu huella
        La cruzaré de cuerdas de violines
        y he de esperar que el sol se ponga en ella
        Yo inscribiré en tu rombo mi programa
        conocido del mar desde que ama»

        Y resumiendo el amador su dicho
        recogió los suspiros redondeles
        y abandonado al humo del capricho
        se dejó resbalar por dos rieles
        Una sesión de circo se iniciaba
        en la constelación decimoctava
    ",15,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","{1: [10, 10, 11, 10, 10, 12], 2: [10, 12, 13, 13, 13, 10], 3: [8, 12, 11, 11, 11, 12], 4: [12, 12, 11, 10, 11, 12], 5: [11, 12, 12, 12, 13, 12], 6: [11, 12, 11, 13, 12, 11], 7: [11, 13, 13, 12, 11, 11], 8: [11, 12, 10, 13, 10, 10], 9: [11, 12, 11, 11, 13, 13], 10: [11, 14, 13, 12, 12, 12], 11: [12, 10, 12, 13, 12, 11], 12: [12, 12, 11, 12, 10, 10], 13: [9, 11, 12, 12, 9, 12], 14: [12, 11, 11, 14, 13, 10], 15: [11, 11, 12, 10, 10, 11]}",7.429686055816788
